avg,max,med,min,q25,q75,std,gyro_avg,gyro_max,gyro_med,gyro_min,gyro_q25,gyro_q75,gyro_std,activity
0.31078711148281823,1.2770150309662673,0.19932037314412782,-0.08414380431512404,0.03811654273291696,0.5076467766743112,0.3334972861867545,0.20279092433612883,1.3739024999501697,0.07574053834384056,0.012530641038208402,0.04171065799656312,0.27819457623084254,0.2700624687752516,standing
0.03819114642059249,0.5324896035174427,0.01712396519882247,-0.0788439018815494,-0.016904421509577328,0.06684466889398652,0.08376594459487996,0.052300525201041954,0.17287314824371777,0.046227979473281985,0.0029474622106738344,0.029747722035071467,0.06888565235382958,0.03014544229928685,standing
-0.006272081600726352,0.2781235468629814,-0.015754157533022645,-0.080413981152883,-0.03721183263685986,0.01440379746189327,0.04601994406294232,0.03312371793795428,0.1177338379301037,0.02896479099199456,0.0038346669753128652,0.018239518633597417,0.04378576042198991,0.019803258681884105,standing
-0.009745004492434864,0.5125950972390015,-0.027203870751242826,-0.07796743608100835,-0.049379109453906646,0.005452504127187358,0.06797910907581509,0.031887646518173475,0.1433108252054814,0.027151933535874487,0.0014203427129735769,0.01878468197394225,0.036544988623690815,0.02224187857059996,standing
-0.004999701900690152,0.28555014708889587,-0.016063555969006896,-0.08031133764186978,-0.039832457496853685,0.0146324661837028,0.05068408346277509,0.03267899449186418,0.11504776216254001,0.028839716792995566,0.005107438026340891,0.019685882174640897,0.0424772059295455,0.017403557759732364,standing
-0.026522878029649886,0.17894324427018854,-0.03643079307166501,-0.07769216325635624,-0.05266448968826595,-0.007591915279561334,0.037343498458077724,0.024160363275430682,0.07380325309069598,0.020657645287146864,0.0008434027434862488,0.01248448842719143,0.03299818230112812,0.015139296340338889,standing
-0.013843640974790038,0.23729837966317457,-0.02361599925117959,-0.07611195073191221,-0.04587664428550832,0.00048327949378704563,0.04724953846895982,0.03789585515455208,0.19239261403428312,0.030189584402530355,0.0016341346550079218,0.017471438932657506,0.0490997360239782,0.030472051002552857,standing
-0.030048944457277703,0.1234047785810108,-0.03662376565863563,-0.08096915323993154,-0.0527141197158994,-0.015766436398634315,0.031021414532556864,0.020982598605274863,0.062038215908286,0.01797677851501209,0.001245362862315845,0.011253950622374085,0.028375844566786813,0.012559322011389207,standing
-0.03299306775601577,0.10136038445980204,-0.037990857281902,-0.08242725662523617,-0.05248204686845508,-0.018873619802263132,0.02764418420003124,0.02146556082077013,0.05684664118210471,0.01954617880673817,0.0008152813862148112,0.012400611229785313,0.02763276951808304,0.01142967233735167,standing
-0.01221217422042836,0.44301419697654676,-0.02881414815579502,-0.07875999323336193,-0.049817186593218335,-0.0013805777500542626,0.06556360208204055,0.030649376908377896,0.30771584311557426,0.021068471053864196,0.001530975079209962,0.013369864617911944,0.03353381291913623,0.034843817353494566,standing
0.12658437135843603,0.749065164484793,0.08200314925996378,-0.05483159425211162,0.0016705547875428065,0.21418455260133268,0.15982268221149012,0.1089278970186315,0.48340850927976986,0.0668039338091321,0.004416905174549774,0.029531092037003027,0.15352510345773604,0.11119140869547557,standing
-0.018610848893177708,0.29375314421453724,-0.03345997891728246,-0.10501575807491259,-0.06123067209610558,-0.002637508859081983,0.0712490415298851,0.05159580228433357,0.1851277563025159,0.03726900148392522,0.007298606295023786,0.021190709265941222,0.06795439914320979,0.040465714048186115,standing
0.03374602696098257,1.405346188129677,-0.002008828712139879,-0.1258825914947669,-0.05615374922146173,0.09277741082524404,0.1327200013209139,0.09063649068757625,0.48432427912868387,0.06649860585201457,0.0030306482452140343,0.03739419316477913,0.11577657515952235,0.07688612871253428,standing
0.00034547097410796824,0.6154964568905756,-0.02478011603965683,-0.12327672159406058,-0.06341014040987059,0.03372078400414312,0.09686844527022435,0.07295984192497507,0.478296051707224,0.045892717045497834,0.004395966638381066,0.029937631882774027,0.08571709458393513,0.07498961920036441,standing
0.027852792662385197,0.6038680160353942,0.0003261649048442311,-0.12154850456066066,-0.044415429665048994,0.08181236566002037,0.10556217226492749,0.09487915733697173,0.4069492020763564,0.07618521040206791,0.005359620397441789,0.04161856467885117,0.13047438767992242,0.0703801449082754,standing
0.0006212719002989813,0.9771349222123102,-0.02304924756060097,-0.12177293328302309,-0.06513728241679603,0.03518621017456236,0.10361401271199194,0.055672831820527506,0.2950008950009725,0.04261144407578475,0.004685062056710755,0.027612780917886354,0.06821090265156637,0.04308338483359359,standing
0.005423036776441692,0.9525910664817234,-0.010944418164545555,-0.1277007878394925,-0.048052192548329334,0.04139057504591445,0.08308216488096759,0.06482327165015214,0.30744422966285206,0.053146415800969744,0.005565668092524849,0.035534113013951055,0.07926600090110839,0.044186622343279615,standing
-0.012623205593711955,0.3095005706615014,-0.026167172450215555,-0.12822351623782183,-0.06488674730801416,0.029419333402831323,0.06965290598037968,0.048878828889902595,0.19571654308931324,0.041600475477237164,0.0033704858297689544,0.02656998538429288,0.06255474840520822,0.031121130886893937,standing
-0.017733405448018887,0.7404889819400509,-0.039001137368011904,-0.13180596323296354,-0.0699961994401174,0.000739683642945542,0.09103492080505808,0.05053892150016854,0.2541895828933856,0.0388578881113465,0.004127442703949452,0.02678160743127481,0.060729402293118524,0.03931918904539409,standing
0.0020936654875345156,0.67447487530421,-0.018665775785011912,-0.13483807638968656,-0.06284936628679721,0.03611789344324032,0.09521387371670476,0.0534090507687704,0.2533946589939028,0.0452702408676689,0.002790163324716342,0.028664246474824673,0.06830309006912957,0.03471155607243824,standing
-0.030956289031916637,0.8640116437921872,-0.04582476882124335,-0.13008286179675954,-0.07482658797451061,-0.005958216590330023,0.06998670083656267,0.04131631026395947,0.25482716004298994,0.034400906939993384,0.00244927654993281,0.02307342894476227,0.050324859561224185,0.027597662808781894,standing
-0.011650329513339936,0.5201990881298046,-0.026829682980793086,-0.13234377663148508,-0.0657640770764589,0.020022872227159212,0.0776535789474095,0.04794817170486347,0.24185840624844662,0.03920514088717891,0.003964284885747971,0.026591343168458174,0.060228969482726526,0.03187683124279423,standing
-0.020454146477553083,0.426023129439602,-0.03435018395570878,-0.1296304400222065,-0.07090841494193055,0.009268682162126896,0.07009106307416962,0.04013043478216644,0.15674483283707935,0.03536954722120979,0.0009733164261451043,0.02302921787152662,0.05067673179582839,0.023457332133729084,standing
-0.02878115790749077,0.7725705147505189,-0.04753772498795159,-0.13041647138946244,-0.07655546031938498,-0.001906440857731985,0.08061504178785175,0.04496088952446813,0.5407728517376683,0.03535537750986524,0.0024857258266996005,0.022597580980896946,0.055479688332269225,0.04331249821916195,standing
-0.007144074167746431,0.7895231719435294,-0.02752545649822697,-0.1267832095488352,-0.06524763940522663,0.02634242827230414,0.08495064124758321,0.04994033716690633,0.34344040544355936,0.041042027254602924,0.0022976289255541345,0.02670406391461069,0.06397276668882093,0.034551359855212474,standing
-0.027438042666355585,0.5809806207576365,-0.04372656383648178,-0.13101146269000094,-0.07547842140656146,-0.002007076877819529,0.07317482597991891,0.03763266300284158,0.19106071165815555,0.031828513533908795,0.002992362989802232,0.021806154849349512,0.04443207828028123,0.025156743696101273,standing
-0.01757740210554848,0.4407255408578727,-0.031786807325520264,-0.13044752768566853,-0.06419638295584207,0.009915368094424393,0.06871238473985741,0.040891029014337346,0.1587364669535278,0.035780553866529285,0.004188048234989874,0.023524268883109614,0.052675221696679965,0.023829440040365756,standing
-0.034093429133907206,0.26378309130855465,-0.04252891035249641,-0.12875300362035572,-0.07197263987791659,-0.008994562805705347,0.056557744071600115,0.035885981967578376,0.16105890773141027,0.0310121095637917,0.003522624569183282,0.022377126409700784,0.04355295773426695,0.020146670974629667,standing
-0.03582646806560905,0.31922582438949726,-0.046172041905215025,-0.13183875210654414,-0.0745506044025838,-0.011485010132322587,0.05638436509471011,0.0366245143436339,0.13939285610184673,0.03162007148146266,0.0034484357629916127,0.02182412482726337,0.04773019017237209,0.020788928968221158,standing
