time,seconds_elapsed,z,y,x,gyro_x,gyro_y,gyro_z
2023-11-30 19:51:01.044413200,0.0494130859375,0.0,0.0,0.0,0.09414953738451,-0.0477238111197948,0.0302378069609403
2023-11-30 19:51:01.063015000,0.068014892578125,-0.1299996376037597,0.050999641418457,0.0670002698898315,0.0770453214645385,0.0066431546583771,0.0015271619195118
2023-11-30 19:51:01.081616600,0.08661669921875,0.0148134231567382,0.0138711929321289,-0.0530533790588378,0.0538324601948261,0.0182495843619108,-0.0192422401160001
2023-11-30 19:51:01.100218400,0.10521826171875,0.1440396308898925,-0.0835905075073242,-0.1105861663818359,0.0501672700047493,0.0133626665920019,-0.0394007787108421
2023-11-30 19:51:01.118820000,0.123820068359375,0.0515518188476562,-0.0795021057128906,-0.0680139064788818,0.0519998632371425,0.0365755297243595,-0.0681114196777343
2023-11-30 19:51:01.137421800,0.142421875,-0.1086258888244628,-0.0405607223510742,0.0032062530517578,0.0559704862534999,0.1242346242070198,-0.1212566569447517
2023-11-30 19:51:01.156023600,0.1610234375,-0.1609129905700683,-0.0617218017578125,0.0651396512985229,0.0489455386996269,0.2412152290344238,-0.1750127524137497
2023-11-30 19:51:01.174625300,0.179625244140625,-0.1941814422607422,-0.056441307067871,0.0157482624053955,-0.0130572346970438,0.3603338599205017,-0.1997527778148651
2023-11-30 19:51:01.193227000,0.19822705078125,-0.2453770637512207,-0.027409553527832,-0.0556073188781738,-0.0921642258763313,0.385990172624588,-0.2153298407793045
2023-11-30 19:51:01.211828700,0.216828857421875,-0.3229155540466308,-0.011702537536621,-0.0137511491775512,-0.1514181047677993,0.3847684562206268,-0.2174678593873977
2023-11-30 19:51:01.230430500,0.235430419921875,-0.1522145271301269,0.0911397933959961,-0.0236865282058715,-0.1987601220607757,0.3429242074489593,-0.192422404885292
2023-11-30 19:51:01.249032200,0.2540322265625,0.0987091064453125,0.2420597076416015,0.0118629932403564,-0.2815323173999786,0.3038288652896881,-0.1191186308860778
2023-11-30 19:51:01.267634200,0.27263427734375,0.3941054344177246,0.1428499221801757,-0.0587290525436401,-0.3643044829368591,0.2720639109611511,-0.024129157885909
2023-11-30 19:51:01.286235600,0.291235595703125,0.5156383514404297,0.2308568954467773,-0.2069215774536132,-0.3139081299304962,0.1159879490733146,0.0876590982079505
2023-11-30 19:51:01.304837600,0.309837646484375,0.818511962890625,0.5294890403747559,-0.2522798776626587,-0.1556941568851471,-0.1152243688702583,0.2196058928966522
2023-11-30 19:51:01.323439400,0.328439453125,1.145348072052002,0.7093892097473145,-0.3235049247741699,-0.0277179889380931,-0.3100902438163757,0.3515526950359344
2023-11-30 19:51:01.342041000,0.347041015625,1.0513272285461426,0.6237907409667969,-0.4016982316970825,-0.0384081229567527,-0.3870591819286346,0.4462367296218872
2023-11-30 19:51:01.360642800,0.365642822265625,0.4460706710815429,0.3270778656005859,-0.4529097080230713,-0.1462257504463195,-0.3992764949798584,0.4917461574077606
2023-11-30 19:51:01.379244500,0.38424462890625,-0.1052141189575195,0.025954246520996,-0.3207075595855713,-0.2561814188957214,-0.4029416739940643,0.5112938284873962
2023-11-30 19:51:01.397846300,0.40284619140625,-0.3996787071228027,-0.1591291427612304,-0.1975113153457641,-0.3044397234916687,-0.4136318266391754,0.5250383019447327
2023-11-30 19:51:01.416448000,0.421447998046875,-0.4005942344665527,-0.2036209106445312,-0.1301872730255127,-0.307494044303894,-0.4356229603290558,0.5491674542427063
